date,developerResponse,review,rating,isEdited,title,userName
2023-05-23 20:39:56,,"Under the new MAX app, I went to rewatch an episode. The problem is, there’s about 60 seconds left at the end of the episode and when I put it on, it picks up there. No problem, just rewind, as there’s no place that says “start from beginning.” Rewinds very quickly. Love that! But for some reason it doesn’t believe me that I want to start it over and it ignores me picking up on the last 60 seconds again. PLEASE FIX!! With a little looking around, I did finally find the “restart” button on the app. I agree with other people who have said Netflix is very user friendly. I hope this is a hiccup that gets worked out FAST. 
And when picking up from the “continue watching” list, it automatically starts where you left off in an episode. While that’s very convenient a lot of the time, I’d like to be able to click on the show, get any details I want to see and then I can pick which episode to start on. Ty",3,False,New Mac app can’t rate??,Jaystikibar
2023-03-19 20:43:11,,"Deserves no stars because it’s the most infuriating thing I’ve ever paid for and don’t know why I keep giving it chances. HBO max would be great if you could actually get through a show or movie without it buffering. This is not a “my network” issue, literally no other streaming app does this and my work is meant to handle multiple streaming devices and a work from home network. It’s the same issue I had with it back in 2014 when you couldn’t even get through a show without the whole app freezing or crashing. You’d think in 2023 they would have fixed the issue. I don’t know how they can justify raising prices when they combine with Discovery - what are they going to add thousands more titles to a system that already can’t handle what it has? For having some of the best content you’d think they would have been able to rectify their streaming issues in the last decade. I’ll be cancelling this month AGAIN and look forward to dumping my Warner Media stocks when I stop losing time and money on them too.",1,False,Worst streaming app on the market,Melbizzle56789
2023-02-12 16:47:45,"{'id': 34813181, 'body': 'Hi there! We want to make sure downloads/using HBO Max offline work great for you. See this article for some common tips and tricks: http://itsh.bo/max-downloads. If you have any additional questions, please reach out to us at hbom.ax/contact, so we can take a closer look with you. HBO Max Support', 'modified': '2023-02-12T02:36:46Z'}","If you want a streaming app that rarely works when you don’t have Wi-Fi, and you’ve previously downloaded shows to watch, than this is your app. Pathetic, yet it’s been this way for a couple years. Don’t waste your money, since HBO doesn’t care about providing a reliable app. Download shows on good wifi, make sure they work, yes they do. Than you go on a flight, open app to watch those shows that previously worked, and guess what, the HBO app won’t open or shows won’t play. HBO simply doesn’t care to improve the app.

Update. And hbo responds with the standard “it’s the users fault, and of course not our fault for designing a terrible streaming app that is a failure”. Get with it.  Read the reviews.  Al, users can’t be wrong with the failure of the app to watch downloaded shows without Wi-Fi, slow when or if it finally works.  Just start fresh and develop a new app. Or simply hire a high school student as an intern to redesign it, obviously the paid app developers cent figure it out after years of a poor app.",1,True,Developers should be locked in a room with no Wi-Fi,capt996
2023-02-10 18:46:05,"{'id': 34813250, 'body': 'Hi, thank you for taking the time to leave a review. We want to make sure that using HBO Max is a great experience for you and an advocate would be happy to reach out to you directly to help. If interested, fill out this form: help.hbomax.com/AppReview and include your username - frozen01 - where it asks for your Web Handle. HBO Max Support', 'modified': '2023-02-12T02:59:52Z'}","Update: Thank you for adding the “more episodes” button, makes navigating the app so much easier… however, the buffering problem STILL isn’t fixed, and now, it keeps moving on to the next episode about 7 minutes before the end of the one you’re watching, so all the endings are getting cut off! Additionally, it takes multiple tries to get an episode to start playing (just tried it and it took SIX attempts) so it’s a pain to have to go back to the previous episode and make several attempts to replay just to catch the last 4 minutes or so. 

I absolutely love HBO programming (episode 3 of the Last of Us was some of the most beautiful storytelling I’ve ever watched, for example) but this app is ridiculously terrible and has been for ages. Hopefully they’ll take that extra $1 we’ll be paying each month soon to fix the app. 

Previous review:
Love the programming, but we pay $15 [soon $16] a month and can’t get a decent app. Shows constantly freeze (watching Station Eleven, we’re maybe 10 minutes into the episode and it’s frozen 10-15 times). None of the other streaming apps I use do this. They just keep giving the same cookie-cutter response, as if it’s people’s phones or internet connection that’s the problem, when it’s been happening for months and months. The UI is terrible. Navigating is cumbersome, especially individual episodes. They haven’t improved this at all. When are they going to start listening to our feedback?",1,False,Adding my disappointment,frozen01
2023-01-14 00:31:52,,"Don’t take beloved characters and turn them into cringe, modern day with the modern message, horribly written crap like Velma and expect me to pay. Only white men can be villains or they are incredibly emasculated and stupid, great, the fans are stupid, uh ok,  everyone and their mom has to be included at rates contrary to the actual percentage of the population, no, just no. If they are LGBT, make them an interesting character. That’s all you have to do. When you shove “I’m gay by the way, did you notice? Ok, I’ll have a gay scene with a girl just so you believe me” if you shove that in peoples faces, just like with most sex scenes when not necessary, they won’t want to watch it. I don’t understand how these writers don’t get that story and character development comes first….how do you not know how to write and get a job as a writer? Ah….diversity hire? Well, there ya go. When your skill comes last and your gender or race comes first (which is actually kinda racist and kinda sexist) this is what you get. Your pandering to the woke mob is losing you money. And it serves you right.",1,False,Won’t pay for woke crap,Highly_viscous
2023-04-28 23:23:49,,"I have had zero issues with the app with the exception of a few small bugs in its first year. The,app works perfectly now and I would go even further and say it a better interface than the Netflix app. I have to assume the people complaining either have crappy internet service, a cheap device or tv, or all three. It works great Joe and the user experience and the way they bundle different themes in their own space makes it easy to browse and find something to watch. The content library is second to none. Best selections of any streamer. I love HBOMax and it’s superior to Netflix. And now it’s going to be the biggest library in the world after the new Max upgrade with Discovery +, Food Network, ID and a few other channels added to the library. Best bang for your buck.",5,False,People are funny,UrMomsTouchHole
2023-02-26 23:51:43,"{'id': 35110261, 'body': 'Hi, to learn more about how downloads/offline work on HBO Max and fix common issues, see these tips: http://itsh.bo/max-downloads.\n\nAn advocate would also be happy to reach out to you directly to help. If interested, fill out this form: help.hbomax.com/AppReview and include your username - cbehd - where it asks for your Web Handle. HBO Max Support', 'modified': '2023-02-28T05:05:11Z'}","I haven’t had any issues when streaming with an internet connection. Everything works as expected, the quality is great. 

The issue comes when you try to offline content like for a plane ride. Downloading shows causes the app to crash frequently. In my storage, it will show I have partially downloaded episodes. In the app, is shows nothing. It often gets stuck on that broken circle, which I assume is a pre-downloading state for some sort of checks? I’ve waited 20 minutes for that to start, still doesn’t. I clear out all downloads and try again, it starts to work. Great! Then I download 2 shows at once (no expectation of “speed”, just want both eventually) and it crashes. I open the app back up, and it shows that they haven’t been downloaded at all, and now I’m stuck in broken circle land again. 

Horrible experience for offline usage, wonderful for streaming.",2,False,Constantly buggy when downloading for offline viewing,cbehd
2023-02-18 17:24:09,,"I can’t believe HBO max did a cheaper version with commercials. I’ve been a subscriber for years and now all of a sudden my app account started playing commercials and they’re like oh you don’t want see those commercials you need to pay more.

This is ridiculous and unacceptable just to get rid of the commercial option and go back to commercial free and charge more.
What happened to all the Nudy adult movies? Like is there nowhere we can watch those anymore late night you’ve got rid of everything and turned it into something for everybody. Let the kids go to Disney and adults stay at HBO.
You’re going to ruin the speciality niche you created for yourself, just like Facebook is dying, they tried to take over everything, there’s way too many options. It’s so confusing but mostly overwhelming to use the app and anyone of their competitors they can’t buy out, they just copy, and if they still can’t win, they go to the government and try to get their competitors thrown out of the country.",1,False,Losing is the new win,Seabass882
2023-02-06 16:53:00,"{'id': 34735885, 'body': 'We want to make sure downloads/using HBO Max offline work great for you. See this article for some common tips and tricks: http://itsh.bo/max-downloads. If you have any additional questions, please reach out to us at hbom.ax/contact so we can take a closer look with you. Thanks, HBO Max Support', 'modified': '2023-02-07T23:04:05Z'}","The app works decently when connected the wifi, only an few bugs and trouble syncing progress between devices. However the app is a nightmare when attempting to watch downloaded content. It amazes me how they dreamed up a system that requires an internet connection to unlock your downloads. It’s seems very counterproductive considering you download movies and TV shows to watch in places that, I don’t know, don’t have a wifi connection. It’s not even the fact that you need to be on wifi first, if that’s all it took the app would be somewhat useable. But they give zero information on how to fix the issues and even if you start watching a downloaded movie with wifi and turn it off, there’s a very likely chance it’s going to kick you off and say you need a connection. The amount of times I have purposely started watching a downloaded show still connected to wifi then switched over to airplane mode only to be kicked off is too high for the size of an operation HBO runs.",1,False,Horrible app,nelkboygangsta
2023-01-06 07:30:58,"{'id': 34143936, 'body': 'Hi, thanks for taking the time to leave a review. We want to make sure downloads/using HBO Max offline work great for you. See this article for some common tips and tricks: http://itsh.bo/max-downloads. If you have any additional questions, please get in touch with us at hbom.ax/contact so that we can take a closer look with you. HBO Max Support', 'modified': '2023-01-07T12:17:14Z'}","I will start by addressing the great selection of tv shows and movies that this service provides. To any other streaming service, HBO max has the best options all around as other streaming sources struggle to keep and get new and great movies and shows. HBO max keeps great shows alive and produces greats shows and films as well. My only issue with them and this app is the downloads while traveling. The last two times I have been traveling I have been watching shows on HBO max and have downloaded episodes to watch while having no connection on the airplane. Each time the downloads were a pain to get running. This involved resetting my phone and app numerous times which only rarely even yielded success. Why is is so difficult to load a episode that you downloaded to your device? It should not take 20 minutes for a downloaded episode to start or even appear when without signal. What is the point of downloading it then?",2,False,HBO on the go,gamereview112001
2023-04-04 13:32:41,"{'id': 28138401, 'body': ""Hi Dan! Thanks for letting us know that you'd like to see HBO Max add full screen mode to iOS devices - we're always looking to make HBO Max the best it can be. If you have any other suggestions, feel free to submit them to our feedback form: help.hbomax.com/feedback. Thank you. HBO Max Support"", 'modified': '2022-02-19T05:00:00Z'}","Annoying popover ads by HBO hawking shows I don’t want to watch that I have to dismiss in order to watch the show I actually wanted to watch. Why try to frustrate me when I’m paying for a service to relax? 

Lots of other bad interface choices. For example, tapping the middle of the screen while watching brings up the controls, so you have to tap again to pause. Every other streaming app has figured out that a tap right in the middle, where the play/pause button is, should immediately pause or play. Even Apple finally added that behavior. 

General bugginess, like the weird error notice you sometimes gets saying it cannot play the movie you downloaded. Force-restart the app doesn’t work. Only thing that works is to delete your download, and just stream it. That works. 
Or, the app forgetting where you were in a movie, starting you back at the beginning. 
Or, the app asking you to rate it, so you tap the button to rate it, but nothing happens. 
That’s what reminded me to (manually) come here to the App Store, find the app, and give it this bad rating. So…they sort of got what they wanted? 

This app needs a lot of improvements. Based on other poor decisions by the parent company, I can only assume they are being cheap and not giving the app development team the resources they need. Feel bad for those folks - they probably _want_ to make a better app.",2,True,Lousy app,DanShockley
2023-02-04 19:00:44,,"I like the selection of things to watch on the app, and have not personally run into any streaming issues while using it. 

However, I am very surprised, confused, and disappointed that the app does not support keyboard inputs when using the iPad with a Magic Keyboard. I am unsure if it responds to other iPad, but it seems to me that this is a glaring oversight, as the Magic Keyboard is not new anymore and other streaming service apps have support for it. There is no excuse for a company as big as HBO to put out an app missing such a basic feature. While it is not the end of the world, it does interrupt the flow of using the app, as I primarily use it while I have my iPad attached to my Magic Keyboard for the viewing angle, and having to use the on-screen keyboard when I want to search for a particular show/movie is something I do find bothersome.",3,False,"Good app, but missing a surprising basic feature",E. Fitzherbert
2023-01-08 17:01:19,,"HBO has excellent content and honestly the app is quite good as long as you’re connected to the internet. It allows you to search, it works with AppleTV, all the normal things you’d expect. 

The offline mode however just doesn’t work. You can download a movie right before getting on a flight, check that it works in airplane mode, then as soon as you lose service the app refuses to play that same movie. Sometimes being connected to the inflight Wifi will confuse things. Overall the experience of using this in an actual offline setting is not good and it’s a crapshoot whether the movie/show I’ve been waiting to watch on a flight will actually play.

Every other streaming app has this figured out, I would recommend the developers go take two flights and see for themselves how broken things are.",3,False,"Good app, but the offline mode is still broken",Frustrated Flier 20230108
2023-01-22 19:28:48,"{'id': 34300430, 'body': 'We want to make sure downloads/using HBO Max offline work great for you. See this article for some common tips and tricks: http://itsh.bo/max-downloads. If you have any additional questions, please reach out to us at hbom.ax/contact so we can take a closer look with you. ^HBO Max Support', 'modified': '2023-01-16T06:22:09Z'}","Not for the first time, I was unable to access downloads while offline. It’s frustrating to prep a long airplane ride with pre-downloaded shows at home, online to have the app not allow you to access them because it ‘can’t connect’. SMH

- Response to the developer response: I see that the web link provided was provided to multiple other reviewers who cite the same issue and poor experience with downloads. 1) Based off the link provided, I should have been able to have access to downloaded content but still was not able to 2) Accessing downloaded content shouldn’t require an external website be reviewed. It should be easily accessed and reliable 3) Based off the number of negative reviews posted, the developer response would be more encouraging if it were noted that the issue was being worked on, instead of directing to a website on downloading content. It is broken. That website isn’t addressing the core issue.",1,True,Please fix offline access to downloads,Airplane—-Mode
2023-01-16 23:38:58,,"It’s a great app my ONLY issue is the downloads. They download too slow or sometimes I get an error and they just don’t download the tv show at all. After a certain period of time you aren’t able to watch what you’ve downloaded if you aren’t connected to the internet, which defeats the purpose of having a download feature! I’m unable to access the internet so I rely on these streaming apps/services download features to entertain myself so it’s a really bummer when I have to wait until I get home to watch something after a certain time of being away from the internet. I don’t see what the excuse is on why you can’t watch anything after a certain amount of time because Netflix,Hulu,Prime video and Disney plus allow you to with no issues whatsoever! Just disappointed about this!",3,False,Not a great app to watch downloaded videos on!,Amari_Renee S.
2023-01-22 15:50:51,,"Movie cover titles seem to have trouble loading for some reason, as if they’re formatted in 8k or something. Dunno why it’d be so hard to get this part correct, Netflix has been nailing this for years.
+0 Star

Loading screen fortunately pops up sometimes after selecting a movie. If I’m lucky the movie will even start playing after 5-10 attempts. I understand loading data over a network (fast or slow) can be difficult work, but like… chatGPT and various forms of AI are even available so lack of efficiency in coding is getting exceedingly less excusable.
+0 Star

There is a decent selection of quality titles, HBO owns the rights to many awesome movies and shows. But Golem possessed the one ring for a long time before he lost it, if only he had been more careful.
+1 Star

App navigation and general use seem to be fairly straight forward. Though this becomes a moot point when overshadowed by the first paragraph.
+1 Star

This last one is more opinion-based so I’m sorry, but any reason I can come up for a 3rd star kinda just gets stomped on by Velma, I cannot comprehend what logic made that seem like a good business decision. Kinda insulting to the originals and all the others that stayed true to the mystery gang, Matthew Lillard deserves an apology. And Black Adam just proves that marketing can rake in more money than actual production.
+0 Star",2,False,[Error: Unable To Load Review Title],A-Smay
2023-01-02 05:33:35,,"I love HBO Max simply for the new theater release movies they were adding once a month last year. Although that frequency seems to have dwindled a bit, I still enjoy the movie selection refreshes. That being said, the app has very slow response time on my Hisense Roku TV. There is a several second lag between pushing a button on my controller and the app responding. 

I’ve also noticed that if I pause a movie toward the end then start it back up later, the movie starts back at the beginning no matter what page/menu I restart it from. For example, I recently paused The Man from UNCLE at 23 min remaining and could not get it to start back at the same point. I had to fast forward thru the movie to get back to my place. Not a huge deal or inconvenience but it’s a little annoying.",4,False,Some sketchy behavior on my Hisense Roku TV,CEF1998
2023-04-12 13:30:20,"{'id': 35947832, 'body': ""Hi, we're happy to help. We have some great troubleshooting steps here that should improve your experience: itsh.bo/troubleshoot-mobile. You also may want to try restarting your network (modem and router) if you haven't yet. If those don't work, please reach out to us at hbom.ax/contact for additional support. - HBO MAX Support"", 'modified': '2023-04-14T03:41:36Z'}","Great content, absolutely brutal app. Looks like they might have fixed one of the 10,000 issues with the app when it comes to offline viewing but it’s newest glitch is telling me I can’t download anymore shows because I’ve reached the limit of 30. Was told this yesterday so I deleted one of the 7 (not 30!) shows I had to make room. Watched that, deleted it, watched a few other shows, deleted those. Came home to put a few more episodes on and it tells me I have 30 again. Uninstalled the app, reinstalled. Now my download folder is empty. Tried to download again. Guess what? It still tells me I have 30. Now I can’t download anything even though 5 minutes ago I had 3 episodes of a show on here.  I have zero downloads on my other devices/accounts.

So now I’ll get the form response from hbo asking me to help them fix their app. I’m sure they will, it only took them months upon months to fix offline viewing.",1,False,Says I have 30 downloads when I have zero,aces666high
2023-02-18 13:25:52,,"The HBO max app is terrible. Let me count the ways: (1) I have AT&T Fiber and yet downloading content for offline use is extremely slow (nothing compared to Netflix or Disney+). (2) After downloading for offline viewing, half the time I can’t watch stuff on the plane because it errors out. How can you enjoy offline content when the ability to watch seems to be random or subject to the app’s whims. (3) App doesn’t allow for PinP viewing. Previous versions allowed users to do this. Hello! People love to multi-task on their iPads! Just because the app’s developers can’t doesn’t mean the rest of the world should follow suit. (5) Release strategy and app quality control is terrible for a major streaming service. Netflix seldom has these issues. And lastly, they increased the price. I am seriously contemplating cancelling this service - even with wonderful content like Game of Thrones and The Last of Us. As paying customers, we should not be subjected to such aggravation!",1,False,Bad app experience,Marvin082
2023-02-08 13:52:13,"{'id': 34783651, 'body': 'Hi! Thank you for taking the time to rate and review. We want to make sure downloads work great for you. See this article for some common tips and tricks: http://itsh.bo/max-downloads. If you have any additional questions, please reach out to us at hbom.ax/contact so we can take a closer look with you-HBO MAX Support', 'modified': '2023-02-10T00:23:15Z'}","Downloads do not work offline!

People use streaming apps to watch things on the go. Usually this means they have no internet service. However, this app will not let you start watching downloads if you are offline. Plain and simple. I read the developer’s response to another user with the same experience, and the response said “downloads require a brief online check in and then you can watch offline.” That’s nice. Here’s a scenario that most people will experience. You’re on a plane and you have no service. Now what? The only way you can watch downloads is if you start streaming from a place where you have wifi, pause it, and then resume when you get on the plane. This is absolutely ridiculous because if you forget to start it in the terminal, you are screwed for the duration of your flight. This app is by far the most useless app of all streaming services due to this major issue.",1,False,Offline downloads don’t work - useless app,malex0930
2023-01-25 01:04:25,"{'id': 34495681, 'body': 'Hi Joe, thank you for taking the time to leave a review and share your thoughts. We want to make this right. To have an advocate reach out to you directly to dig into how we can improve your streaming experience, please fill out this form: help.hbomax.com/AppReview and include your username - <USERNAME> - where it asks for your Web Handle. We look forward to working with you soon. HBO Max Support\n\n\n\nHi <Name>, thank you for taking the time to leave a review. So that we may further assist you, please contact us here hbom.ax/contact and let us know what country/region you originally subscribed from, so we can best assist you. Thank you. HBO Max Support', 'modified': '2023-01-26T11:51:18Z'}","I love HBO shows. I’ve been in love with their series for over half my life now, and they never fail to impress. I just wish the app was even a fraction as good as the content. Not only is it buggy, slow, and consistently the most problematic of every single streaming service I use (Netflix, Prime, Disney, Paramount, etc.), but the Downloads DO NOT WORK. I download something and then when I get on the plane I go to watch and it says “no internet connection, try again.” No kidding no internet connection, THAT’S WHY I DOWNLOADED IT. I’ve tried every work around I’ve found on the interwebs, but nothing consistently works. Once in a blue moon it actually works, for maybe an episode or two, but inevitably it goes back to telling me there isn’t an internet connection. Seriously, you would have to try real hard to come up with a more infuriating and nullifying bug for a mobile device video streaming app.",2,False,Great Content. The. Worst. App.,] Joe [
